2020-08-06 12:20:11 IDT	hi	30
2020-08-06 12:20:44 IDT	hi	30
2020-08-06 12:20:44 IDT	hi	30
2020-08-06 12:24:59 IDT	hi	30
2020-08-06 12:24:59 IDT	hi	30
2020-08-06 12:24:59 IDT	hi	30
2020-08-06 12:25:12 IDT	hi	30
2020-08-06 12:25:12 IDT	hi	30
2020-08-06 12:25:12 IDT	hi	30
2020-08-06 12:25:45 IDT	hi	30
2020-08-06 12:25:45 IDT	hi	30
2020-08-06 12:25:45 IDT	hi	30
2020-08-06 12:27:13 IDT	hi	30
2020-08-06 12:27:13 IDT	hi	30
2020-08-06 12:27:13 IDT	hi	30
2020-08-06 12:27:47 IDT	hi	30
2020-08-06 12:27:47 IDT	hi	30
2020-08-06 12:27:47 IDT	hi	30
2020-08-06 12:27:54 IDT	hi	30
2020-08-06 12:27:54 IDT	hi	30
2020-08-06 12:27:54 IDT	hi	30
2020-08-06 12:28:34 IDT	hi	30
2020-08-06 12:28:34 IDT	hi	30
2020-08-06 12:28:34 IDT	hi	30
2020-08-06 12:28:41 IDT	hi	30
2020-08-06 12:28:41 IDT	hi	30
2020-08-06 12:28:41 IDT	hi	30
2020-08-06 12:28:47 IDT	hi	30
2020-08-06 12:28:47 IDT	hi	30
2020-08-06 12:28:47 IDT	hi	30
2020-08-06 12:28:51 IDT	hi	30
2020-08-06 12:28:51 IDT	hi	30
2020-08-06 12:28:51 IDT	hi	30
2020-08-06 12:28:53 IDT	hi	30
2020-08-06 12:28:53 IDT	hi	30
2020-08-06 12:28:53 IDT	hi	30
2020-08-06 12:28:56 IDT	hi	30
2020-08-06 12:28:56 IDT	hi	30
2020-08-06 12:28:56 IDT	hi	30
2020-08-06 12:29:02 IDT	hi	30
2020-08-06 12:29:02 IDT	hi	30
2020-08-06 12:29:02 IDT	hi	30
2020-08-06 12:30:21 IDT	hi	30
2020-08-06 12:30:34 IDT	hi	30
2020-08-06 12:30:34 IDT	hi	30
2020-08-06 12:30:38 IDT	hi	30
2020-08-06 12:30:38 IDT	hi	30
2020-08-06 12:30:38 IDT	hi	30
2020-08-06 12:30:45 IDT	hi	30
2020-08-06 12:31:44 IDT	hi	30
